Name,BSE Code,NSE Code
Magadh Sugar,540650,MAGADSUGAR
Magellanic Cloud,538891,MCLOUD
Magenta Life,544188,
Magna Electrocas,517449,
Magnum Ventures,532896,MAGNUM
Magnus Steel,517320,
Magson Retail,,MAGSON
Mah. Corporation,505523,
Mah. Scooters,500266,MAHSCOOTER
Mah. Seamless,500265,MAHSEAMLES
Maha Rashtra Apx,523384,MAHAPEXLTD
Mahalaxmi Fab.,544233,MFML
Mahalaxmi Rubtec,514450,MHLXMIRU
Mahalaxmi Seam.,513460,
Mahamaya Lifesc.,544611,
Mahamaya Steel,513554,MAHASTEEL
Mahan Industries,531515,
Mahanagar Gas,539957,MGL
Mahasagar Travel,526795,
Mahaveer Infoway,539383,
Mahendra Realtor,,MRIL
Maheshwari Logi.,,MAHESHWARI
Mahickra Chem.,,MAHICKRA
Mahindra EPC,523754,MAHEPC
Mahindra Holiday,533088,MHRIL
Mahindra Life.,532313,MAHLIFE
Mahindra Logis.,540768,MAHLOG
Mahip Industries,542503,
Maiden Forgings,543874,
Maithan Alloys,590078,MAITHANALL
Maitreya Medica.,,MAITREYA
Maitri Enterp.,513430,
Majestic Auto,500267,
Makers Labs.,506919,
Maks Energy,,MAKS
Mallcom (India),539400,MALLCOM
Malpani Pipes,544351,
Malu Paper,532728,MALUPAPER
Mamata Machinery,544318,MAMATA
Man Industries,513269,MANINDS
Man Infra,533169,MANINFRA
Manaksia,532932,MANAKSIA
Manaksia Alumi.,539045,MANAKALUCO
Manaksia Coated,539046,MANAKCOAT
Manaksia Steels,539044,MANAKSTEEL
Manali Petrochem,500268,MANALIPETC
Manappuram Fin.,531213,MANAPPURAM
Manas Polymers,,MPEL
Manav Infra,,MANAV
Manba Finance,544262,MANBA
Manbro Indust.,512595,
Mandeep Auto,,MANDEEP
Mangal Compuso.,544287,
Mangal Credit,505850,MANCREDIT
Mangal Electrica,544492,MEIL
Mangalam Alloys,,MAL
Mangalam Cement,502157,MANGLMCEM
Mangalam Drugs,532637,MANGALAM
Mangalam Global,544273,MGEL
Mangalam Industr,537800,
Mangalam Organic,514418,MANORG
MANGALAM SEEDS,539275,
Mangalam World.,,MWL
Manglam Infra,,MIEL
Manipal Fin. Cor,507938,
Mankind Pharma,543904,MANKIND
Manoj Ceramic,544073,
Manoj Jewellers,544400,
Manoj Vaibhav,543995,MVGJL
Manomay Tex Indi,540396,MANOMAY
Manor Estates,526115,
Manorama Indust.,541974,MANORAMA
Manraj Hsg.Fin.,530537,
Mansi Fin.(Chen),511758,
Manugraph India,505324,MANUGRAPH
Maple Inf. Trust,543925,
Mapro Industries,509762,
Maral Overseas,521018,MARALOVER
Marathon Nextgen,503101,MARATHON
Marble City,531281,
Marc Loire,544437,
Marc Technocrats,,
Marco Cables,,MARCO
Mardia Samyoung,513544,
Marg Techno-Proj,540254,
Margo Finance,500206,
Marico,531642,MARICO
Marine Electric.,,MARINE
Marinetrans Indi,,MARINETRAN
Maris Spinners,531503,
Market Creators,526891,
Markolines Pavem,543364,MARKOLINES
Marksans Pharma,524404,MARKSANS
Marshall Machin.,,MARSHALL
Marsons,517467,
Martin Burn,523566,
Maruti Infra.,531540,
Maruti Interior,543464,
Maruti Sec.,531319,
Maruti Suzuki,532500,MARUTI
Marvel Decor,,MDL
MAS FINANC SER,540749,MASFIN
MASK INVESTMENTS,,MASKINVEST
Mason Infratech,,MASON
Mastek,523704,MASTEK
Master Component,,MASTER
Master Trust,511768,MASTERTR
Mathew Easow Res,511688,
Matrimony.com,540704,MATRIMONY
Matrix Geo Sol.,,MGSL
Mauria Udyog,539219,
Mawana Sugars,523371,MAWANASUG
Max Estates,544008,MAXESTATES
Max Financial,500271,MFSL
Max Healthcare,543220,MAXHEALTH
Max Heights,534338,
Max India Ltd,543223,MAXIND
Maxgrow India,521167,
Maximus Interna.,540401,
Maxposure,,MAXPOSURE
Maxvolt Energy,,MAXVOLT
Mayank Cattle Fo,544106,
Mayasheel Vent.,,MAYASHEEL
Mayur Floorings,531221,
Mayur Leather,531680,
Mayur Uniquoters,522249,MAYURUNIQ
Mazagon Dock,543237,MAZDOCK
Mazda,523792,MAZDA
MBL Infrast,533152,MBLINFRA
Mcleod Russel,532654,MCLEODRUSS
MCON Rasayan,,MCON
Medi Assist Ser.,544088,MEDIASSIST
Medi Caps,523144,
Media Matrix,512267,
Mediaone Global,503685,
Medicamen Biotec,531146,MEDICAMEQ
Medicamen Organ.,,MEDIORG
Medico Intercon.,539938,
Medico Remedies,540937,MEDICO
Medinova Diagno.,526301,
Medistep Health.,,MEDISTEP
Medplus Health,543427,MEDPLUS
Meera Industries,540519,
Meesho,544632,MEESHO
Mefcom Capital,531176,
Mega Corp.,531417,
Mega Fin (India),532105,
Mega Flex Plast.,,MEGAFLEX
Mega Nirman,539767,
Megasoft,532408,MEGASOFT
Megastar Foods,541352,MEGASTAR
Megatherm Indu.,,MEGATHERM
Meghmani Organi.,543331,MOL
Meghna Infracon,538668,
Megri Soft,539012,
Mehai Technology,540730,
Mehta Integrat.,511377,
Mehta Securities,511738,
Mehul Colours,544472,
Mena Mani Inds.,531127,
Menon Bearings,523828,MENONBE
Menon Pistons,531727,
MEP Infrast.,539126,MEP
Mercantile Vent.,538942,
Mercury EV-Tech,531357,
Mercury Labs,538964,
Mercury Trade Li,512415,
Meta Infotech,544441,
Metal Coatings,531810,
Methodhub Software,544637,
Metro Brands,543426,METROBRAND
Metroglobal,500159,
Metropolis Healt,542650,METROPOLIS
Mewar Hi-Tech,540150,
Meyer Apparel,531613,
MFL India,526622,
MFS Intercorp,513721,
MIC Electronics,532850,MICEL
Micropro Softwar,,MICROPRO
Mid East Port.,526251,
Mid India Inds.,500277,
Midwest,544587,MIDWESTLTD
Midwest Gold,526570,
Mihika Industrie,538895,
Milestone Furn.,541337,
Milestone Global,531338,
MILGREY FIN.&INV,511018,
Milkfood,507621,
Millen. Online,511187,
Milton Industri.,,MILTON
Minal Industries,522235,
Minaxi Textiles,531456,
Minda Corp,538962,MINDACORP
Mindspace Busine,543217,MINDSPACE
Mindteck (India),517344,MINDTECK
Mini Diamonds(I),523373,
Minolta Finance,532164,
Mipco Seaml Ring,505797,
MIRC Electronics,500279,MIRCELECTR
Mirza Internatio,526642,MIRZAINT
Mish Designs,544015,
Mishka Exim,539220,
Mishra Dhatu Nig,541195,MIDHANI
Mishtann Foods,539594,
Misquita Engg.,542801,
Mitcon Consult.,,MITCON
Mitshi India,523782,
Mitsu Chem Plast,540078,
Mittal Life Styl,,MITTAL
Mittal Sections,544575,
Miven Mach. Tool,522036,
Mizzen Ventures,531537,
MKP Mobility,521244,
MKVentures Cap.,514238,
MMP Industries,,MMP
MMTC,513377,MMTC
Mobavenue AI Tech,539682,
Modella Woollens,503772,
Modern Dairies,519287,
Modern Engineer.,539762,
Modern Insulator,515008,
Modern Malleable,517336,
Modern Shares,509760,
Modern Steels,513303,
Modern Threads,500282,MODTHREAD
Modi Naturals,519003,MODINATUR
Modi Rubber,500890,MODIRUBBER
Modi's Navnirman,543539,MODIS
Modipon,503776,
Modison,506261,MODISONLTD
Modulex Const.,504273,
Mohini Health,,MHHL
Mohit Industries,531453,MOHITIND
Mohit Paper Mill,530169,
Mohite Industrie,532140,
MOIL,533286,MOIL
Moksh Ornaments,,MOKSH
Mold-Tek Pack.,533080,MOLDTKPAC
Mold-Tek Technol,526263,MOLDTECH
Monarch Networth,511551,MONARCH
Monarch Surve.,544453,
Money Masters,535910,
Moneyboxx Fin.,538446,MONEYBOXX
Monika Alcobev,544451,
Monind,532078,
Mono Pharmacare,,MONOPHARMA
Monolithisch Ind,,MONOLITH
Monotype India,505343,
Monte Carlo Fas.,538836,MONTECARLO
Moongipa Capital,530167,
Morarjee Text.,532621,MORARJEE
Morarka Finance,511549,
Morepen Labs.,500288,MOREPENLAB
Morgan Ventures,526237,
Morganite Crucib,523160,
MOS Utility,,MOS
Moschip Tech.,532407,MOSCHIP
Mother Nutri,544623,
Motherson Wiring,543498,MSUMI
Motil.Oswal.Fin.,532892,MOTILALOFS
Motisons Jewel,544053,MOTISONS
Motor & Gen Fin,501343,MOTOGENFIN
Moving Media,,MMEL
Moxsh Overseas,,MOXSH
MPDL Ltd,532723,
Mphasis,526299,MPHASIS
MPIL Corporation,500450,
MPL Plastics,526143,
MPS,532440,MPSLTD
MPS Pharmaa,531686,
MRC Agrotech,540809,
MRF,500290,MRF
MRP Agro,543262,
Mrs Bectors,543253,BECTORFOOD
Mrugesh Trading,512065,
MSP Steel & Pow.,532650,MSPL
MSR India,508922,
MSTC,542597,MSTCLTD
MT Educare,534312,MTEDUCARE
MTAR Technologie,543270,MTARTECH
Mudunuru,538743,
Mufin Green,542774,MUFIN
Mukand,500460,MUKANDLTD
Mukat Pipes,523832,
Mukesh Babu Fin.,530341,
Mukka Proteins,544135,MUKKA
Mukta Agricultur,535204,
Mukta Arts,532357,MUKTAARTS
Muller & Phipps,501477,
Multi Comm. Exc.,534091,MCX
Multibase India,526169,
Multipurpose Trd,504356,
Munish Forge,,MUNISH
Munjal Auto Inds,520059,MUNJALAU
Munjal Showa,520043,MUNJALSHOW
Munoth Capital,511200,
Munoth Commun.,511401,
Munoth Fin.Serv.,531821,
Murae Organisor,542724,
Murudesh.Ceramic,515037,MURUDCERA
Music Broadcast,540366,RADIOCITY
Muthoot Cap.Serv,511766,MUTHOOTCAP
Muthoot Finance,533398,MUTHOOTFIN
Muthoot Microfin,544055,MUTHOOTMF
My Money Sec.,538862,
My Mudra Fin.,,MYMUDRA
Mysore Petro,506734,
Mystic Electron.,535205,
N D Metal Inds.,512024,
N G Industries,530897,
N K Industries,519494,NKIND
N R Agarwal Inds,516082,NRAIL
N R Vandana,,NRVANDANA
N S D L,544467,
N2N Technologies,512279,
Naapbooks,543351,
Nacdac Infra.,544313,
NACL Industries,524709,NACLIND
Nag. Agri Tech.,531832,
Naga Dhunseri,,NDGL
Nagarjuna Fert.,539917,NAGAFERT
Nagpur Power,532362,
Nagreeka Cap.,532895,NAGREEKCAP
Nagreeka Exports,521109,NAGREEKEXP
Nahar Capital,532952,NAHARCAP
Nahar Indl. Ent.,519136,NAHARINDUS
Nahar Poly,523391,NAHARPOLY
Nahar Spinning,500296,NAHARSPING
Nakoda Group,541418,NGIL
Naksh Precious,539402,
Nalin Lease Fin.,531212,
Nalwa Sons Invst,532256,NSIL
Nam Securities,538395,
Naman In-Store,,NAMAN
Namo eWaste,,NAMOEWASTE
Nanavati Venture,543522,
Nandan Denim,532641,NDL
Nandani Creation,,JAIPURKURT
Naperol Invest.,500298,
NAPS Global,544373,
Narayana Hrudaya,539551,NH
Narbada Gems,519455,
Narendra Prop.,531416,
Narmada Agrobase,543643,NARMADA
Narmada Gelatine,526739,
Narmada Macplast,517431,
Natco Pharma,524816,NATCOPHARM
Nath Bio-Genes,537291,NATHBIOGEN
Nath Industries,502587,
National Fitting,531289,
National High,543385,NHIT
National Perox.,544205,
National Plastic,531287,
National Standar,504882,
Natl. Aluminium,532234,NATIONALUM
Natl. Gen. Inds.,531651,
Natl. Oxygen,507813,
Natl. Plastic,526616,
Natl. Plywood,516062,
Natl.Fertilizer,523630,NFL
Natraj Proteins,530119,
Natura Hue Chem,531834,
Natural Biocon,543207,
Natural Capsules,524654,NATCAPSUQ
Naturewings Hol.,544245,
Naturite Agro,538926,
Naturo Indiabull,543579,
Nava,513023,NAVA
Navigant Corp.,539521,
Navin Fluo.Intl.,532504,NAVINFLUOR
Navkar Corporat.,539332,NAVKARCORP
Navkar Urban.,531494,NAVKARURB
Navneet Educat.,508989,NAVNETEDUL
Nazara Technolo.,543280,NAZARA
NB Footwear,523242,
NBCC,534309,NBCC
NBI Indl. Fin.,,NBIFIN
NCC,500294,NCC
NCC Blue Water,519506,
NCL Industries,502168,NCLIND
NCL Res. & Finl.,530557,
NDA Securities,511535,
NDL Ventures,500189,NDLVENTURE
NDR Auto Compon.,543214,NDRAUTO
NDR INVIT Trust,,NDRINVIT
NDTV,532529,NDTV
Nectar Lifesci.,532649,NECLIFE
Neelam Linens,,NEELAM
Neelamalai Agro,508670,
Neelkanth,512565,
Neelkanth Rock,531049,
Neeraj Paper Mkt,539409,
Neetu Yoshi,544434,
Neil Industries,539016,
Nelcast,532864,NELCAST
NELCO,504112,NELCO
Neo Infracon,514332,
Neochem Bio,,NEOCHEM
Neogem India,526195,
Neogen Chemicals,542665,NEOGEN
Neopolitan Pizza,544269,
Nephro Care,,NEPHROCARE
Nephrocare Health Services,544647,NEPHROPLUS
Neptune Logitek,,
Neptune Pet.,,NEPTUNE
NESCO,505355,NESCO
Nestle India,500790,NESTLEIND
Net Avenue,,CBAZAAR
Netlink Solns(I),509040,
Nettlinx,511658,
Netweb Technol.,543945,NETWEB
Network People,544396,NPST
Netwrk.18 Media,532798,NETWORK18
Neuland Labs.,524558,NEULANDLAB
New India Assura,540769,NIACL
New Light Industries,540243,
New Swan,544082,
Newgen Software,540900,NEWGEN
Newjaisa Tech,,NEWJAISA
Newmalayalam St.,,NMSTEEL
Newtime Infra.,531959,
Newtrac Foods,514060,
Nexome Cap. Mkt.,508905,
Next Mediaworks,532416,NEXTMEDIA
Nexus Select,543913,NXST
Nexus Surgical,538874,
Nexxus Petro,544265,
NGL Fine Chem,524774,NGLFINE
NHC Foods,517554,
NHPC Ltd,533098,NHPC
NIBE,535136,NIBE
Nicco Parks,526721,
Nidan Laborator.,,NIDAN
Nidhi Granites,512103,
Nihar Info Glob.,531083,
NIIT,500304,NIITLTD
NIIT Learning,543952,NIITMTS
Nikhil Adhesives,526159,
Nikita Greentech Recycling,,NIKITA
Nikki Glob.Fin.,531272,
Niks Technology,543282,
Nila Infrastruct,530377,NILAINFRA
Nila Spaces,542231,NILASPACES
Nilachal Carbo,544510,
Nilachal Refract,502294,
NILE,530129,
Nilkamal Ltd,523385,NILKAMAL
Nimbus Projects,511714,
NINtec Systems,539843,NINSYS
Nippon Life Ind.,540767,NAM-INDIA
Niraj Cement,532986,NIRAJ
Niraj Ispat Ind.,,NIRAJISPAT
Nirav Commercial,512425,
Nirlon,500307,
Nirman Agri,,NIRMAN
Nirmitee Robotic,543194,
NIS Management,544495,
Nisus Finance,544296,
Nitco,532722,NITCO
Nitin Castings,508875,
Nitin Spinners,532698,NITINSPIN
Nitiraj Engineer,,NITIRAJ
Nitta Gelatin,506532,
Niva Bupa Health,544286,NIVABUPA
Nivaka Fashions,542206,
Niyogin Fintech,538772,
NLC India,513683,NLCINDIA
NMDC,526371,NMDC
NMDC Steel,543768,NSLNISP
NMS Global,522289,
NOCIL,500730,NOCIL
Noida Tollbridg.,532481,NOIDATOLL
Norben Tea,519528,NORBTEAEXP
Norris Medicines,524414,
North Eastn.Car.,534615,NECCLTD
Northern ARC,544260,NORTHARC
Northern Spirits,542628,
Northlink Fiscal,539110,
Nouveau Global,531465,
Nova Agritech,544100,NOVAAGRI
Nova Iron &Steel,513566,
Novartis India,500672,NOVARTIND
Novateor Resear.,542771,
Novelix Pharma.,536565,
NPR Finance,530127,
NRB Bearings,530367,NRBBEARING
NRB Indl Bearing,535458,NIBL
NSB BPO,544571,
NTC Industries,526723,
NTPC,532555,NTPC
NTPC Green Ene.,544289,NTPCGREEN
Nucleus Soft.,531209,NUCLEUS
Nukleus Office,544370,
Nupur Recyclers,,NRL
Nureca,543264,NURECA
Nutech Global,531304,
Nutricircle,530219,
Nuvama Wealth,543988,NUVAMA
Nuvoco Vistas,543334,NUVOCO
Nxt-Infra Trust,,NXT-INFRA
Nyssa Corp.,504378,
O N G C,500312,ONGC
Oasis Securities,512489,
Oberoi Realty,533273,OBEROIRLTY
Objectone Inform,535657,
OBSC Perfection,,OBSCP
OCCL,544278,OCCLLTD
Oceanic Foods,540405,
Octal Credit Cap,538894,
Octavius Plant.,542938,
Octaware Tech.,540416,
Odigma Consultan,544301,ODIGMA
Odyssey Corpn.,531996,
Odyssey Tech.,530175,
Oil Country,500313,OILCOUNTUB
Oil India,533106,OIL
OK Play India,526415,
Ola Electric,544225,OLAELEC
Olatech Solution,543578,
Olectra Greentec,532439,OLECTRA
Olympia Industri,521105,
Olympic Cards,534190,
Olympic Oil Ind.,507609,
Om Freight Forwa,544564,OMFREIGHT
Om Infra,531092,OMINFRAL
Om Metallogic,544559,
Omansh Enterpri.,538537,
Omax Autos,520021,OMAXAUTO
Omaxe,532880,OMAXE
Omega Ag Seeds,519479,
Omega Interactiv,511644,
Omfurn India,,OMFURN
Omkar Overseas,531496,
Omkar Pharmachem,532167,
Omkar Spl.Chem.,533317,OMKARCHEM
Omni Ax's,532340,
Omnipotent,543400,
Omnitex Industri,514324,
On Door Concepts,,ONDOOR
One 97,543396,PAYTM
One Global Serv,514330,
One Mobikwik,544305,MOBIKWIK
One Point One,,ONEPOINT
OneClick Logisti,,OLIL
Onelife Capital,533632,ONELIFECAP
Onesource Indus.,530805,
OneSource Speci.,544292,ONESOURCE
Onix Solar,513119,
OnMobile Global,532944,ONMOBILE
Ontic Finserve,540386,
Onward Technolog,517536,ONWARDTEC
Onyx Biotec,,ONYX
Optiemus Infra.,530135,OPTIEMUS
Optimus Finance,531254,
Optivalue Tek,,OPTIVALUE
Oracle Fin.Serv.,532466,OFSS
Orbit Exports,512626,ORBTEXP
Orchasp Ltd,532271,ORCHASP
Orchid Pharma,524372,ORCHPHARMA
Organic Coatings,531157,
Organic Recyclin,543997,
Oriana Power Ltd,,ORIANA
Oricon Enterpris,513121,ORICONENT
Orient Bell,530365,ORIENTBELL
Orient Beverages,507690,
Orient Cement,535754,ORIENTCEM
Orient Ceratech,504879,ORIENTCER
Orient Electric,541301,ORIENTELEC
Orient Green,533263,GREENPOWER
Orient Paper,502420,ORIENTPPR
Orient Press,526325,ORIENTLTD
Orient Tech.,544235,ORIENTTECH
Orient Tradelink,531512,
Oriental Aromat.,500078,OAL
Oriental Hotels,500314,ORIENTHOT
Oriental Rail,531859,
Oriental Trimex,532817,ORIENTALTL
Orissa Bengal,541206,OBCL
Orissa Minerals,590086,ORISSAMINE
Orkla India,544595,ORKLAINDIA
Orosil Smiths,531626,
Ortel Commu.,539015,ORTEL
Ortin Global,539287,ORTINGLOBE
Oscar Global,530173,
OSEL Devices,,OSELDEVICE
Osia Hyper Reta.,,OSIAHYPER
Osiajee Texfab,540198,
Oswal Agro Mills,500317,OSWALAGRO
Oswal Green Tech,539290,OSWALGREEN
Oswal Leasing,509099,
Oswal Overseas,531065,
Oswal Pumps,544418,OSWALPUMPS
Oswal Yarns,514460,
OTCO Intl,523151,
Oval Projects,544498,
Ovobel Foods,530741,
Owais Metal,,OWAIS
Oxford Industrie,514414,
Oxygenta Pharma,524636,
P & G Health Ltd,500126,PGHL
P & G Hygiene,500459,PGHH
P B A Infra.,532676,
P I Industries,523642,PIIND
P N Gadgil Jewe.,544256,PNGJL
P S Raj Steels,,PSRAJ
P. H. Capital,500143,
P.E. Analytics,,PROPEQUITY
P.M. Telelinnks,513403,
Pace Digitek,544550,PACEDIGITK
Pace E-Commerce,543637,
Pacific Inds,523483,
Padam Cotton,531395,
Padmalaya Tele.,532350,PADMALAYAT
Padmanabh Alloys,531779,
Padmanabh Inds.,526905,
Pagaria Energy,531396,
Page Industries,532827,PAGEIND
Paisalo Digital,532900,PAISALO
Pajson Agro,544657,
Pakka,516030,PAKKA
Palash Securi.,540648,PALASHSECU
Palco Metals Ltd,539121,
Palm Jewels,541444,
Palred Technolog,532521,PALREDTEC
Pan Electronics,517397,
Pan India Corpor,511525,
Panabyte Tech,538742,
Panacea Biotec,531349,PANACEABIO
Panache Digilife,,PANACHE
Panafic Industri,538860,
Panama Petrochem,524820,PANAMAPET
Panasonic Carbon,508941,
Panasonic Energy,504093,
Panch.Organics,531726,
Panchmahal Steel,513511,
Panjon,526345,
Pankaj Polymers,531280,
Panorama Studios,539469,
Pansari Develop.,,PANSARI
Panth Infinity,539143,
Panther Indl. Pr,524055,
Panyam Cement,500322,
Paos Industries,530291,
Par Drugs & Che.,,PAR
Paradeep Pari.,544383,
Paradeep Phosph.,543530,PARADEEP
Parag Milk Foods,539889,PARAGMILK
Paragon Finance,531255,
Paragon Fine,,PARAGON
Paramatrix Tech.,,PARAMATRIX
Paramount Comm.,530555,PARACABLES
Paramount Cosmet,507970,
Paramount Dye,,PARAMOUNT
Paramount Specia,,PSFL
Paras Defence,543367,PARAS
Paras Petrofils,521246,PARASPETRO
Parin Enterpris.,,PARIN
Park Medi World,544645,PARKHOSPS
Parker Agrochem,524628,
Parle Industries,532911,
Parmax Pharma,540359,
Parmeshwar Metal,544330,
Parmeshwari Silk,540467,
Parnax Lab,506128,
Parshva Enterpr.,542694,
Parshwanath Corp,511176,
Parsvnath Devl.,532780,PARSVNATH
Parth Electrical,,PARTH
Party Cruisers,,PARTYCRUS
Parvati Sweetner,541347,
Pasari Spinning,521080,
Pashupati Cotsp.,544448,PASHUPATI
Pasupati Acrylon,500456,PASUPTAC
Pasupati Fincap,511734,
Pasupati Spinng.,503092,
Patanjali Foods,500368,PATANJALI
Patel Chem,544460,
Patel Engineerin,531120,PATELENG
Patel Integrated,526381,PATINTLOG
Patel Retail,544487,PATELRMART
Patels Airtemp,517417,
Patidar Buildcon,524031,
Patil Automation,,PATILAUTOM
Patron Exim,543798,
Patspin India,514326,
Pattech Fitwell,,PATTECH
Paul Merchants,539113,
Paushak,532742,PAUSHAKLTD
Pavna Industries,543915,PAVNAIND
PB Fintech.,543390,POLICYBZR
PBM Polytex,514087,
PC Jeweller,534809,PCJEWELLER
PCBL Chemical,506590,PCBL
PCS Technology,517119,
PDP Shipping,544378,
PDS,538730,PDSL
Pearl Global Ind,532808,PGIL
Pearl Green Club,543540,
Pearl Polymers,523260,PEARLPOLY
Pecos Hotels,539273,
Pee Cee Cosma,524136,
Peeti Securities,531352,
Pelatro,,PELATRO
Peninsula Land,503031,PENINLAND
Pennar Industrie,513228,PENIND
Pentagon Rubber,,PENTAGON
Pentokey Organy,524210,
Peoples Invest,501144,
Perfect Infraeng,,PERFECT
Perfect-Octave,521062,
Perfectpac,526435,
Peria Kara. Tea,,PKTEA
Permanent Magnet,504132,
Persistent Systems,533179,PERSISTENT
Petro Carbon,,PCCL
Petronet LNG,532522,PETRONET
Pfizer,500680,PFIZER
PFL Infotech,531769,
PG Electroplast,533581,PGEL
PG Foils,526747,
Phaarmasia,523620,
Phantom Digital,,PHANTOMFX
Pharmaids Pharma,524572,
Phoenix Intl.,526481,
Phoenix Mills,503100,PHOENIXLTD
Phoenix Overseas,,PHOGLOBAL
Phoenix Township,537839,
Phosphate Co,542123,
Photon Capital,509084,
Photoquip India,526588,
Physicswallah,544609,PWL
Phyto Chem (I),524808,
Phytochem Remed.,,
Piccadily Agro,530305,PICCADIL
Piccadily Sugar,507498,
Picturehouse,532355,
Picturepost Stu.,,PPSL
Pidilite Inds.,500331,PIDILITIND
Pil Italica Life,500327,PILITA
Pilani Invest.,539883,PILANIINVS
Pine Labs,544606,PINELABS
Pion. Agro Extr.,519439,
Pion. Embroider.,514300,PIONEEREMB
Pioneer Invest,507864,
Piotex Indus.,544178,
Piramal Finance.,544597,PIRAMALFIN
Piramal Pharma,543635,PPLPHARMA
Pithampur Poly,530683,
Pitti Engg.,513519,PITTIENG
Pix Transmission,500333,PIXTRANS
Plada Infotech S,,PLADAINFO
Plastiblends (I),523648,PLASTIBLEN
Platinum Industr,544134,PLATIND
Platinumone Bus.,543352,
Plaza Wires,544003,PLAZACABLE
PMC Fincorp,534060,
PNB Gilts,532366,PNBGILTS
PNB Housing,540173,PNBHOUSING
PNC Infratech,539150,PNCINFRA
PNGS Gargi FJ,543709,
POCL Enterprises,539195,
Poddar Pigments,524570,PODDARMENT
Pokarna,532486,POKARNA
Polo Hotels,526687,
Polo Queen Ind.,540717,
Polson,507645,
Poly Medicure,531768,POLYMED
Polycab India,542652,POLYCAB
Polychem,506605,
Polycon Intl.,531397,
Polylink Poly.,531454,
Polymac Thermof.,537573,
Polymechplast Ma,526043,
Polyplex Corpn,524051,POLYPLEX
Polysil Irrigati,,POLYSIL
Polyspin Exports,539354,
Polytex India,512481,
Pondy Oxides,532626,POCL
Ponni Sug.Erode,532460,PONNIERODE
Poojawes. Metal.,540727,
Poona Dal & Oil,519359,
Poonawalla Fin,524000,POONAWALLA
Popees Cares,530565,
Popular Estate,531870,
Popular Found.,544259,
Popular Vehicles,544144,PVSL
Porwal Auto Comp,532933,
Positron Energy,,POSITRON
Power & Instrum.,543912,PIGL
Power Fin.Corpn.,532810,PFC
Power Grid Corpn,532898,POWERGRID
Power Mech Proj.,539302,POWERMECH
Powergrid Infra.,543290,PGINVIT
PPAP Automotive,532934,PPAP
Prabha Energy,544379,PRABHA
Prabhhans Inds,530361,
Pradeep Metals,513532,
Pradhin,530095,
Prag Bosimi Syn.,500192,
Praj Industries,522205,PRAJIND
Prajay Engineers,531746,PRAENG
Prakash Industri,506022,PRAKASH
Prakash Pipes,542684,PPL
Prakash Steelage,533239,PRAKASHSTL
Prakash Woollen,531437,
Pramara Promotio,,PRAMARA
Pranik Logistics,,PRANIK
Praruh Tech,544538,
Prashant India,519014,
Prataap Snacks,540724,DIAMONDYD
Pratham EPC,,PRATHAM
Pratik Panels,526490,
Pratiksha Chem.,531257,
Praveg,531637,
Praxis Home,540901,PRAXIS
Prec. Electronic,517258,
Prec. Wires (I),523539,PRECWIRE
Precision Camshf,539636,PRECAM
Precision Metal.,,PRECISION
Precot,,PRECOT
Prem. Explosives,526247,PREMEXPLN
Prem. Synthetic,509835,
Premco Global,530331,
Premier,500540,PREMIER
Premier Cap Serv,511016,
Premier Energies,544238,PREMIERENE
Premier Energy,533100,
Premier Polyfilm,514354,PREMIERPOL
Premier Roadline,,PRLIND
Premium Capital,511660,
Premium Plast,,PREMIUM
Prerna Infra.,531802,
Press. Senstive,526773,
Presstonic Engi.,,PRESSTONIC
Prestige Estates,533274,PRESTIGE
Prevest Denpro,543363,
Pricol Ltd,540293,PRICOLLTD
Prima Agro,519262,
Prima Industries,531246,
Prima Plastics,530589,
Prime Cable Ind.,,PRIMECAB
Prime Capital Ma,535514,
Prime Focus,532748,PFOCUS
Prime Fresh,540404,
Prime Industries,519299,
Prime Property,530695,
Prime Securities,500337,PRIMESECU
Prime Urban,521149,
Primo Chemicals,506852,PRIMO
Prince Pipes,542907,PRINCEPIPE
Prism Johnson,500338,PRSMJOHNSN
Prism Medico,512217,
Prismx Global,501314,
Prit Nandy Comm.,532387,PNC
Prithvi Exchange,531688,
Priti Internati.,,PRITI
Pritika Auto,539359,PRITIKAUTO
Pritika Engineer,,PRITIKA
Privi Speci.,530117,PRIVISCL
Priya,524580,
Prizor Viztech,,PRIZOR
Pro CLB,540703,
Pro Fin Capital,511557,
Pro FX,,PROFX
Prodocs Solution,544643,
Progrex Ventures,531265,
Prolife Indust.,,PROLIFE
Promact Impex,526494,
Promax Power,543375,
PropsharePlatina,544295,
PropshareTitania,544462,
Prospect Consum.,543814,
Prostarm Info,544410,PROSTARM
Protean eGov,544021,PROTEAN
Proventus Agro.,,PROV
Prozone Realty,534675,PROZONER
Pruden. Sugar,500342,PRUDMOULI
Prudent Corp.,543527,PRUDENT
PS IT Infra,505502,
PSP Projects,540544,PSPPROJECT
PTC India,532524,PTC
PTC India Fin,533344,PFS
PTC Industries,539006,PTCIL
PTL Enterprises,509220,PTL
Pudumjee Paper,539785,PDMJEPAPER
Pulsar Intl.,512591,
Pulz Electronics,,PULZ
Pun. & Sind Bank,533295,PSB
Pune e,544141,
Punjab Chemicals,506618,PUNJABCHEM
Punjab Commun.,500346,
Punjab Natl.Bank,532461,PNB
Puravankara,532891,PURVA
Puretrop Fruits,530077,
Purohit Const.,538993,
Purple Entertain,540159,
Purple Finance,544191,
